"","major_category","major","unwgt_num","num","num_in_grad","num_went_grad","num_no_grad","pct","pct_in_grad","pct_went_grad","pct_no_grad","num_lab_force","num_nilf","num_unemployed","num_employed","num_ftyr","num_ft","num_pt","num_lowend","num_noncollege","epop","lfpr","pct_nilf","urate","pct_employed","pct_ftyr","pct_ft","pct_pt","pct_lowend","pct_noncollege","per25_ftyr_earn","med_ftyr_earn","per75_ftyr_earn","ever_marr","men","women","white","black","natam","asian","hispan","pct_ever_marr","pct_men","pct_women","pct_white","pct_black","pct_natam","pct_asian","pct_hispan"
"110","Humanities & Liberal Arts","Humanities",176,18037,3861,1480,11128,0.0007745441764365,0.21405998780285,0.0820535565781449,0.616954038919998,15517,2520,1009,14508,8798,10502,4006,2743,9495,0.80434662083495,0.860287187448023,0.139712812551976,0.065025455951537,0.934974544048463,0.606424041907913,0.723876481940998,0.276123518059002,0.189068100358423,0.654466501240695,25000,33000,42000,3695,6283,11754,13431,1577,0,2194,1577,0.20485668348395,0.348339524311138,0.651660475688862,0.744636025946665,0.0874313910295504,0,0.121638853467872,0.0874313910295504
"111","Humanities & Liberal Arts","Intercultural And International Studies",820,85905,16844,8399,53203,0.00368892928296155,0.196077061870671,0.0977707933182003,0.619323671497584,78279,7626,4663,73616,41017,54174,19442,8907,38444,0.856946627088062,0.911227518770735,0.0887724812292649,0.0595689776312932,0.940431022368707,0.557175070636818,0.73589980439035,0.26410019560965,0.120992718974136,0.522223429689198,30000,40000,50559.45,14377,25047,60858,63328,5013,309,9855,10533,0.167359292241429,0.291566265060241,0.708433734939759,0.737186426866888,0.0583551597695128,0.0035969966823817,0.114719748559455,0.122612187881963
"112","Humanities & Liberal Arts","Liberal Arts",1858,222636,34080,14864,149316,0.00956042674863429,0.153074974397672,0.066763686016637,0.670673206489517,187578,35058,12507,175071,106697,129885,45186,22979,101761,0.786355306419447,0.842532205034226,0.157467794965774,0.0666762626747273,0.933323737325273,0.609449880334264,0.741899000976747,0.258100999023253,0.131255319270467,0.581255604868882,27302.103,38222.9442,50000,49832,70386,152250,166248,22261,1240,17577,35146,0.223827233690868,0.316148331806177,0.683851668193823,0.7467255969385,0.099988321744911,0.00556962935015002,0.0789494960383765,0.157863058984171
"113","Humanities & Liberal Arts","Linguistics And Comparative Language And Literature",494,55906,13284,5251,31735,0.00240071335187997,0.237613136335993,0.0939255178335062,0.567649268414839,45199,10707,3405,41794,21474,27311,14483,6201,21452,0.747576288770436,0.808482094945086,0.191517905054914,0.0753335250779884,0.924666474922012,0.513805809446332,0.65346700483323,0.34653299516677,0.14837057950902,0.513279418098292,25279.725,34380.426,50559.45,10989,13665,42241,37244,2981,172,9667,9236,0.196562086359246,0.244428147247165,0.755571852752835,0.666189675526777,0.053321647050406,0.00307659285228777,0.17291525059922,0.165205881300755
"114","Humanities & Liberal Arts","Other Foreign Languages",324,32823,8290,3136,17358,0.00140948403299746,0.252566797672364,0.0955427596502453,0.528836486609999,26196,6627,1756,24440,12393,17221,7219,2643,12608,0.744599823294641,0.798098894068184,0.201901105931816,0.067033134829745,0.932966865170255,0.507078559738134,0.70462356792144,0.29537643207856,0.108142389525368,0.515875613747954,25279.725,40000,54604.206,6758,10796,22027,21860,1508,412,6874,3033,0.205892209730981,0.328915699357158,0.671084300642842,0.665996404959937,0.0459433933522225,0.0125521737805807,0.209426316911922,0.0924047162051001
"115","Humanities & Liberal Arts","Philosophy And Religious Studies",1449,152991,37144,22150,79846,0.00656973377486259,0.242785523331438,0.144779758286435,0.521899981044637,127871,25120,8729,119142,70084,87835,31307,12681,59350,0.778751691275957,0.835807335071998,0.164192664928002,0.0682641099232821,0.931735890076718,0.588239243927414,0.737229524433029,0.262770475566971,0.106436017525306,0.498145070588038,30000,39436.371,53593.017,35579,96902,56089,122804,9896,866,11468,12727,0.23255616343445,0.633383663091293,0.366616336908707,0.802687739801688,0.0646835434764136,0.00566046368740645,0.0749586576988189,0.0831878999418266
"116","Humanities & Liberal Arts","Theology And Religious Vocations",947,92222,22528,7771,52531,0.00396019365966219,0.244280106699052,0.0842640584676108,0.569614625577411,79309,12913,1877,77432,47000,55389,22043,8466,39776,0.839626119581011,0.859979180672724,0.140020819327275,0.0236669230478256,0.976333076952174,0.606984192581878,0.715324413679099,0.284675586320901,0.109334642008472,0.513689430726315,24000,33369.237,40447.56,40344,59113,33109,77665,4922,0,5438,6914,0.437466114376179,0.640985881893691,0.359014118106309,0.842152631693088,0.0533712129426818,0,0.058966407147969,0.074971264991
"117","Industrial Arts & Consumer Services","Construction Services",462,55125,3171,2110,44606,0.00236717567921839,0.0575238095238095,0.0382766439909297,0.809179138321996,52535,2590,3322,49213,41395,45484,3729,1601,16414,0.89275283446712,0.953015873015873,0.046984126984127,0.0632340344532217,0.936765965546778,0.841139536301384,0.924227338304919,0.0757726616950806,0.032532054538435,0.333529758397171,41000,56626.584,70783.23,12893,50792,4333,46703,2761,42,1859,6518,0.233886621315193,0.921396825396825,0.0786031746031746,0.847219954648526,0.0500861678004535,0.000761904761904762,0.0337233560090703,0.118240362811791
"118","Industrial Arts & Consumer Services","Cosmetology Services And Culinary Arts",301,37342,4054,2777,26993,0.00160353876124033,0.108564083337797,0.0743666648813668,0.722858979165551,33488,3854,1076,32412,22959,25734,6678,9411,29092,0.86797707675004,0.896791816185528,0.103208183814472,0.0321309125656952,0.967869087434305,0.708348759718623,0.793965198074787,0.206034801925213,0.290355423917068,0.897568801678391,24268.536,31346.859,45503.505,6494,17302,20040,25610,4594,437,3049,6524,0.173906057522361,0.463338867762841,0.536661132237159,0.685822933961759,0.123025012050774,0.011702640458465,0.0816506882330887,0.17470944245086
"119","Industrial Arts & Consumer Services","Family And Consumer Sciences",1839,196964,32685,16049,126053,0.00845802068900808,0.165944030381186,0.0814818951686603,0.639979894803111,169742,27222,6514,163228,97445,120631,42597,11473,71451,0.828719969131415,0.86179200259946,0.13820799740054,0.0383758881125473,0.961624111887453,0.596987036537849,0.739033744210552,0.260966255789448,0.0702881858504668,0.437737397995442,25279.725,34500,43481.127,53101,14050,182914,145403,20232,1169,16600,23251,0.269597489896631,0.0713328323957678,0.928667167604232,0.738221197782336,0.102719278649906,0.00593509473812473,0.0842793606953555,0.118046952742633
"120","Industrial Arts & Consumer Services","Physical Fitness Parks Recreation And Leisure",4729,541537,116624,54831,297744,0.0232546615110547,0.215357399402072,0.101250699398194,0.549812847506265,463128,78409,23284,439844,247367,315950,123894,45644,273760,0.812214123873346,0.855210262641334,0.144789737358666,0.0502755177834206,0.949724482216579,0.5623971226162,0.718322859923064,0.281677140076936,0.103773155937105,0.622402488154891,25279.725,35391.615,48000,103596,276244,265293,430369,50305,3257,29389,43647,0.191299948110655,0.510111035811034,0.489888964188966,0.794717627789052,0.0928930063873752,0.00601436282285421,0.0542696066935408,0.0805983709331034
"121","Industrial Arts & Consumer Services","Transportation Sciences And Technologies",449,52867,6051,2036,37144,0.00227021272804061,0.114457033688312,0.0385117370003972,0.702593300168347,47149,5718,3017,44132,31956,38180,5952,1249,25106,0.834774055649082,0.891841791665879,0.108158208334121,0.0639886317843432,0.936011368215657,0.724100425994743,0.865131877095985,0.134868122904015,0.0283014592585879,0.568884256321943,30335.67,41458.749,60000,8986,44780,8087,39503,4279,668,5420,4109,0.169973707605879,0.847031229311291,0.152968770688709,0.747214708608395,0.0809389600317779,0.0126354814912895,0.102521421680822,0.0777233434845934
"122","Interdisciplinary","Multi/Interdisciplinary Studies",445,48603,7214,2467,33215,0.00208710820021862,0.148427051828076,0.0507581836512149,0.683394029175154,44122,4481,1456,42666,27220,34847,7819,3805,19016,0.877847046478612,0.907804045017797,0.0921959549822027,0.0329994107248085,0.967000589275192,0.637978718417475,0.816739324051938,0.183260675948062,0.0891810809543899,0.445694463976,26400,36000,50000,11735,14621,33982,37303,5386,201,2141,7469,0.241446001275641,0.300825051951526,0.699174948048474,0.767504063535173,0.110816204761023,0.00413554718844516,0.0440507787585128,0.153673641544761
"123","Law & Public Policy","Criminal Justice And Fire Protection",5137,614118,80280,33783,431274,0.0263714320865349,0.130724062802263,0.0550106005686204,0.702265688353053,563178,50940,32741,530437,365002,430811,99626,54195,394987,0.863737913560586,0.917051771809327,0.0829482281906734,0.058136148784221,0.941863851215779,0.688115648041143,0.812181276947121,0.187818723052879,0.102170474533262,0.744644510092622,30000,38000,50000,111268,339169,274949,437640,104073,2582,23935,105677,0.181183420775812,0.552286368417796,0.447713631582204,0.712631774349555,0.169467431340557,0.00420440371394423,0.0389745944590453,0.172079307234115
"124","Law & Public Policy","Pre-Law And Legal Studies",306,34734,7943,4016,20750,0.00149154612321037,0.228680831461968,0.115621581159671,0.597397362814533,27357,7377,812,26545,18905,22600,3945,2409,17800,0.764236770887315,0.787614441181551,0.212385558818449,0.0296816171363819,0.970318382863618,0.712186852514598,0.85138444151441,0.14861555848559,0.0907515539649651,0.670559427387455,30000,40447.56,50559.45,5559,12259,22475,25313,2973,114,4468,6253,0.16004491276559,0.352939482927391,0.647060517072609,0.728767202165026,0.0855933667300052,0.00328208671618587,0.128634767087004,0.18002533540623
"125","Law & Public Policy","Public Administration",162,20652,5060,4691,9707,0.000886837408203504,0.245012589579702,0.227145070695332,0.470027116017819,17955,2697,1331,16624,10481,12710,3914,1552,10742,0.804958357544064,0.869407321324811,0.130592678675189,0.074129768866611,0.925870231133389,0.630474013474495,0.764557266602502,0.235442733397498,0.0933589990375361,0.646174205967276,30335.67,38121.8253,57000,4775,9444,11208,13874,2441,0,2461,3204,0.231212473368197,0.457292271934922,0.542707728065078,0.671799341468139,0.11819678481503,0,0.119165214022855,0.15514235909355
"126","Law & Public Policy","Public Policy",219,22634,4659,4294,11773,0.000971948377749279,0.205840770522223,0.18971458867191,0.520146681982858,19968,2666,1058,18910,11961,14391,4519,1286,8879,0.835468763806663,0.882212600512503,0.117787399487497,0.0529847756410256,0.947015224358974,0.632522474881015,0.761025912215759,0.238974087784241,0.0680063458487573,0.469539925965098,35391.615,47525.883,65000,3673,10185,12449,14761,3088,0,3081,2167,0.162277988866307,0.449986745603959,0.550013254396041,0.652160466554741,0.136431916585668,0,0.136122647344703,0.0957409207387117
"127","Physical Sciences","Atmospheric Sciences And Meteorology",127,13419,2941,2677,6208,0.00057623819391259,0.21916685296967,0.199493255831284,0.462627617557195,12218,1201,738,11480,7656,8722,2758,326,4580,0.855503390714658,0.910500037260601,0.0894999627393994,0.0604026845637584,0.939597315436242,0.666898954703833,0.759756097560976,0.240243902439024,0.028397212543554,0.398954703832753,30000,40000,53593.017,2476,7868,5551,11220,268,0,1203,1344,0.184514494373649,0.586332811684924,0.413667188315076,0.836127878381399,0.0199716819435129,0,0.0896490051419629,0.100156494522692
"128","Physical Sciences","Chemistry",2116,229797,87119,29055,91026,0.00986793414162989,0.379112869184541,0.126437681954073,0.396114831786316,180374,49423,8786,171588,98896,129920,41668,9963,56005,0.74669382106816,0.784927566504349,0.215072433495651,0.0487099027576036,0.951290097242396,0.57635732102478,0.757162505536518,0.242837494463482,0.058063500944122,0.326392288505024,29324.481,39436.371,50559.45,35963,122936,106861,157346,17045,708,40817,19223,0.156498996940778,0.534976522757042,0.465023477242958,0.684717380992789,0.0741741624129123,0.00308098016945391,0.177621988102543,0.0836520929341984
"129","Physical Sciences","Geology And Earth Science",555,59248,13599,6498,31820,0.00254422539033707,0.229526735079665,0.109674588171753,0.53706454226303,53381,5867,4056,49325,28846,38000,11325,3404,19402,0.832517553335134,0.900975560356468,0.0990244396435323,0.0759820910061632,0.924017908993837,0.584815002534212,0.770400405473898,0.229599594526102,0.0690116573745565,0.393350228079067,34000,43481.127,58648.962,10055,33813,25435,48815,2432,200,4475,5615,0.169710369970294,0.570702808533621,0.429297191466379,0.823909667836889,0.0410477990818255,0.00337564137186065,0.0755299756953821,0.0947711315149879
"130","Physical Sciences","Multi-Disciplinary Or General Science",1446,197697,52171,17224,107326,0.00848949714747279,0.263893736374351,0.0871232239234789,0.542881277915193,154580,43117,9506,145074,88894,111634,33440,14184,71295,0.733819936569599,0.781903620186447,0.218096379813553,0.0614956656747315,0.938504334325268,0.61274935550133,0.769496946385982,0.230503053614018,0.0977707928367592,0.491438851896274,29728.9566,42469.938,58648.962,36706,86342,111355,135680,22455,527,25093,27890,0.185667966635811,0.436739050162623,0.563260949837377,0.686302776471064,0.113582907176133,0.00266569548349241,0.126926559330693,0.14107447255143
"131","Physical Sciences","Oceanography",118,11269,3413,988,5736,0.000483912974677769,0.30286627029905,0.0876741503238974,0.509007010382465,10280,989,404,9876,5223,7133,2743,400,3454,0.876386547164788,0.912237110657556,0.0877628893424439,0.0392996108949416,0.960700389105058,0.528857837181045,0.722255974078574,0.277744025921426,0.0405022276225192,0.349736735520454,30335.67,42000,60671.34,2189,3879,7390,9235,702,0,687,858,0.19424971159819,0.344218652941698,0.655781347058301,0.819504836276511,0.0622947910196113,0,0.0609637057414145,0.0761380779128583
"132","Physical Sciences","Physics",1017,112367,47670,13669,38682,0.00482525949291125,0.424234873227905,0.121646034867888,0.344246976425463,92418,19949,4046,88372,49870,64073,24299,3441,22088,0.786458657790988,0.822465670526044,0.177534329473956,0.0437793503430068,0.956220649656993,0.564319015072647,0.725037342144571,0.274962657855429,0.0389376725659711,0.249943420993075,30335.67,42000,65000,19697,88468,23899,79308,3116,301,22419,7690,0.175291678161738,0.787313001148024,0.212686998851976,0.705794405830893,0.027730561463775,0.00267872240070483,0.19951587209768,0.0684364626625255
"133","Psychology & Social Work","Counseling Psychology",144,18231,6579,6206,5028,0.000782874917148851,0.360868849761395,0.340409193132576,0.275793977291427,15638,2593,150,15488,10041,11699,3789,815,4325,0.849541988919971,0.85776973287258,0.14223026712742,0.00959201943982606,0.990407980560174,0.648308367768595,0.755358987603306,0.244641012396694,0.0526213842975207,0.279248450413223,26290.914,35391.615,50559.45,4873,3302,14929,14026,1527,198,1315,2466,0.267291975207065,0.181120070210082,0.818879929789918,0.769348911195217,0.0837584334375514,0.0108606220174428,0.0721298886511985,0.135264110580879
"134","Psychology & Social Work","Human Services And Community Organization",338,39198,7084,2855,23933,0.00168323904351932,0.180723506301342,0.0728353487422828,0.610566865656411,35604,3594,1739,33865,22566,27518,6347,2146,17073,0.863947140160212,0.908311648553498,0.0916883514465024,0.0488428266486912,0.951157173351309,0.666351690535952,0.812579359220434,0.187420640779566,0.063369260298243,0.504148826221763,24500,31346.859,42000,9284,6477,32721,27489,5577,735,2040,4403,0.236848818817287,0.165238022348079,0.834761977651921,0.701285779886729,0.14227766722792,0.0187509566814633,0.0520434716056942,0.112327159548957
"135","Psychology & Social Work","Miscellaneous Psychology",293,31319,7295,4091,15934,0.00134489932149552,0.23292570005428,0.130623583128452,0.508764647657971,27681,3638,1076,26605,15198,18446,8159,1651,14948,0.849484338580414,0.883840480219675,0.116159519780325,0.0388714280553448,0.961128571944655,0.571246006389776,0.693328321744033,0.306671678255967,0.0620560045104304,0.561849276451795,25279.725,32000,42469.938,4882,5143,26176,19652,3482,231,4112,5754,0.155879817363262,0.164213416775759,0.835786583224241,0.627478527411475,0.111178517832626,0.007375714422555,0.131294102621412,0.183722341070915
"136","Psychology & Social Work","Psychology",11933,1356633,357013,158169,689091,0.058256483323811,0.263161075987389,0.11658937973645,0.507942088980586,1162602,194031,61707,1100895,625891,774403,326492,107946,567257,0.811490653699269,0.856976057636811,0.143023942363189,0.053076633276048,0.946923366723952,0.568529242116641,0.703430390727544,0.296569609272456,0.098052947828812,0.515268940271325,26290.914,35391.615,47525.883,246172,305945,1050688,984166,142683,4831,113402,189656,0.181458065666986,0.225517881401971,0.774482118598029,0.725447486534678,0.105174354449582,0.00356102203027643,0.0835907721542967,0.139799046610248
"137","Psychology & Social Work","Social Work",1864,227532,58169,51496,92302,0.00977067059671507,0.25565195225287,0.226324209341983,0.405666016208709,197930,29602,7319,190611,118572,144209,46402,14935,64062,0.837732714519276,0.869899618515198,0.130100381484802,0.036977719395746,0.963022280604254,0.622062735099233,0.756561793390728,0.243438206609272,0.0783532954551416,0.336087633977053,28313.292,35000,44896.7916,58962,22524,205008,156499,44650,770,9292,31231,0.259137176309266,0.0989926691630188,0.901007330836981,0.687810945273632,0.19623613381854,0.00338413937380237,0.040838211768015,0.137259814004184
"138","Social Science","Criminology",633,72811,12106,4768,46577,0.00312664722684027,0.166266086168299,0.0654846108417684,0.639697298485119,65710,7101,3987,61723,40991,49358,12365,6129,44724,0.847715317740451,0.902473527351636,0.0975264726483636,0.0606756962410592,0.939324303758941,0.664112243410074,0.799669491113523,0.200330508886477,0.0992984786870372,0.724592129352105,28313.292,38000,50000,9756,36219,36592,51850,10158,712,4248,15793,0.133990743156941,0.497438573841865,0.502561426158135,0.712117674527201,0.13951188694016,0.00977874222301575,0.0583428328137232,0.216904039224842
"139","Social Science","Economics",4092,463934,80479,45411,293721,0.0199222364002268,0.173470795414865,0.0978824574185121,0.633109450913276,395051,68883,24160,370891,254585,314256,56635,17577,144586,0.7994477662771,0.851524139209456,0.148475860790543,0.0611566607855695,0.938843339214431,0.686414606986958,0.847300150178893,0.152699849821106,0.0473912820747875,0.389834210050931,40000,55000,75000,60099,308920,155014,303061,29725,25,102649,39281,0.12954213314825,0.665870576418197,0.334129423581803,0.653241624886298,0.064071613634698,0.0000538869753025215,0.221257765113141,0.0846693710743339
"140","Social Science","General Social Sciences",310,39183,6934,3500,24331,0.0016825949140828,0.176964499910676,0.0893244519306842,0.620958068550137,35012,4171,2322,32690,19241,24731,7959,3991,17347,0.834290381032591,0.893550774570605,0.106449225429395,0.0663201188164058,0.933679881183594,0.588589782808198,0.756531049250535,0.243468950749465,0.122086264912817,0.530651575405323,24268.536,35391.615,49548.261,7628,12240,26943,25948,7039,0,3452,4939,0.194676262664931,0.312380369037593,0.687619630962407,0.662225965342113,0.179644233468596,0,0.0880994308756348,0.126049562310186
"141","Social Science","Geography",509,59203,9762,5604,37561,0.0025422930020275,0.164890292721653,0.0946573653362161,0.634444200462814,53690,5513,3110,50580,31557,38581,11999,5131,21538,0.854348597199466,0.906879718933162,0.0931202810668378,0.0579251257217359,0.942074874278264,0.623902728351127,0.762771846579676,0.237228153420324,0.101443258204824,0.425820482404112,30335.67,42000,55000,10388,35172,24031,45739,1937,124,6626,5563,0.175464081212101,0.594091515632654,0.405908484367346,0.772579092275729,0.0327179365910511,0.00209448845497694,0.111920004053849,0.0939648328631995
"142","Social Science","Interdisciplinary Social Sciences",340,39673,7402,4593,24288,0.00170363647567585,0.186575252690747,0.115771431452121,0.612204774027676,36661,3012,2403,34258,22148,25463,8795,2757,18088,0.863509187608701,0.924079348675422,0.0759206513245784,0.065546493549003,0.934453506450997,0.646505925623212,0.743271644579368,0.256728355420632,0.0804775526884231,0.527993461381283,26290.914,35391.615,46900,7885,11496,28177,30606,3509,272,2225,5491,0.198749779446979,0.289768860434048,0.710231139565952,0.771456658180627,0.0884480629143246,0.00685604819398583,0.0560834824691856,0.138406472916089
"143","Social Science","International Relations",836,91451,15234,13655,55116,0.00392708540662496,0.166581010595838,0.149314933680332,0.602683404227401,77599,13852,5778,71821,45571,57803,14018,7014,35546,0.785349531443068,0.848530907261812,0.151469092738188,0.0744597224191033,0.925540277580897,0.634508012976706,0.804820317177427,0.195179682822573,0.0976594589326242,0.494924882694477,32358.048,45000,60671.34,12128,34525,56926,63842,5301,303,11945,11015,0.132617467277558,0.377524576002449,0.622475423997551,0.698100622191119,0.057965467846169,0.00331324971842845,0.130616395665438,0.120447015341549
"144","Social Science","Miscellaneous Social Sciences",112,12323,2729,2061,6482,0.000529173803084049,0.221455814330926,0.167248235007709,0.526008277205226,11134,1189,569,10565,6951,8430,2135,669,4625,0.857339933457762,0.903513754767508,0.0964862452324921,0.0511047242680079,0.948895275731992,0.657927117841931,0.797917652626597,0.202082347373403,0.0633222905821107,0.437766209181259,35000,43481.127,55615.395,705,4503,7820,9162,1100,280,1208,1915,0.0572100949444129,0.365414266006654,0.634585733993346,0.743487787064838,0.0892639779274527,0.0227217398360789,0.0980280775785117,0.155400470664611
"145","Social Science","Political Science And Government",4892,532618,114251,73930,297767,0.0228716621480987,0.214508334303384,0.138804922101769,0.559062968206106,454045,78573,26101,427944,280280,343875,84069,34768,223104,0.803472657702143,0.852477760796668,0.147522239203331,0.0574854915261703,0.94251450847383,0.654945506888752,0.8035513992485,0.1964486007515,0.0812442749518629,0.521339240648309,32358.048,45000,60671.34,68274,282918,249700,404849,53798,1771,36704,67455,0.128185679042015,0.53118370013781,0.46881629986219,0.760111374380888,0.101006725270269,0.00332508476994769,0.0689124287951215,0.126647991618759
"146","Social Science","Sociology",2875,323966,56856,25258,207807,0.0139117358021526,0.175499898137459,0.0779649716328257,0.641446941963046,286308,37658,17138,269170,168453,204681,64489,25550,144115,0.830858793824043,0.883759406851336,0.116240593148664,0.0598586138005225,0.940141386199478,0.625823828807074,0.760415350893487,0.239584649106513,0.0949214251216703,0.535405134301742,28000,36402.804,50559.45,54207,91121,232845,210996,48690,2216,27214,55016,0.167323114153954,0.281267170011668,0.718732829988332,0.651290567528691,0.150293549323077,0.00684022397412074,0.0840026422525821,0.169820289783496
